PlayerKey,GameID,PlayKey_y,FieldType,PlayType,PlayerDay,PlayerGame,Position,PositionGroup,RosterPosition,Off_Def,StadiumType,StadiumCategory,Temperature,Weather,Weather_Category,Field_Condition,Temperature_Bin,Field_Temperature_Bin,PlayType_FieldCondition,DaysRest,WorkloadIncrease,WorkloadStress,PreInjuryWorkload,WorkloadDensity,Season,GameNumberInSeason,WorkloadDensity_SeasonAdjusted
43066,3,9,Natural,Extra Point,15,3,K,SPEC,Kicker,Special,Outdoor,Outdoor,89,"Sunny, highs to upper 80s",dry,Natural_dry,Temp_Hot,Natural_Temp_Hot,Extra Point_Natural_dry,7.0,-5.0,-0.7142857142857142,21,2.625,1,3,3.9375
35577,21,45,Synthetic,Pass,393,21,OLB,LB,Linebacker,Defence,Outdoors,Outdoor,62,Cloudy,damp,Synthetic_damp,Temp_Mild,Synthetic_Temp_Mild,Pass_Synthetic_damp,7.0,-6.0,-0.8571428571428571,145,9.666666666666666,2,5,24.166666666666664
36672,2,51,Synthetic,Rush,5,2,DT,DL,Defensive Lineman,Defence,Outdoor,Outdoor,69,Mostly Coudy,damp,Synthetic_damp,Temp_Mild,Synthetic_Temp_Mild,Rush_Synthetic_damp,4.0,9.0,2.25,42,42.0,1,2,42.0
44569,2,16,Natural,Kickoff,8,2,SS,DB,Safety,Defence,Outdoor,Outdoor,78,Sunny,dry,Natural_dry,Temp_Mild,Natural_Temp_Mild,Kickoff_Natural_dry,7.0,-5.0,-0.7142857142857142,21,21.0,1,2,21.0
39654,16,47,Synthetic,Pass,113,16,DT,DL,Defensive Lineman,Defence,"Dome, closed",Indoor,70,,,,Temp_Mild,Synthetic_Temp_Mild,Pass_None,7.0,-11.0,-1.5714285714285714,157,8.722222222222221,1,16,69.77777777777777
44480,31,79,Synthetic,Pass,473,31,G,OL,Offensive Lineman,Offence,Outdoor,Outdoor,40,Clear and cold,dry,Synthetic_dry,Temp_Cold,Synthetic_Temp_Cold,Pass_Synthetic_dry,7.0,15.0,2.142857142857143,231,15.4,2,15,115.5
47308,14,29,Synthetic,Pass,102,14,RB,RB,Running Back,Offence,"Domed, closed",Indoor,70,,,,Temp_Mild,Synthetic_Temp_Mild,Pass_None,7.0,-3.0,-0.4285714285714285,83,4.611111111111111,1,14,32.27777777777777
30068,5,57,Natural,Rush,29,5,WR,WR,Wide Receiver,Offence,Outdoor,Outdoor,77,Showers,wet,Natural_wet,Temp_Mild,Natural_Temp_Mild,Rush_Natural_wet,7.0,-25.0,-3.571428571428571,221,14.733333333333333,1,5,36.83333333333333
41086,19,87,Synthetic,Rush,386,19,WR,WR,Wide Receiver,Offence,Retr. Roof - Open,Outdoor,73,Mostly sunny,dry,Synthetic_dry,Temp_Mild,Synthetic_Temp_Mild,Rush_Synthetic_dry,7.0,19.0,2.714285714285714,208,13.866666666666667,2,4,27.73333333333333
31070,3,7,Natural,Rush,15,3,RB,RB,Running Back,Offence,Outdoor,Outdoor,89,Sunny,dry,Natural_dry,Temp_Hot,Natural_Temp_Hot,Rush_Natural_dry,7.0,-48.0,-6.857142857142857,93,11.625,1,3,17.4375
45187,20,21,Synthetic,Kickoff Not Returned,414,20,WR,WR,Wide Receiver,Offence,"Domed, open",Outdoor,67,Mostly cloudy,damp,Synthetic_damp,Temp_Mild,Synthetic_Temp_Mild,Kickoff Not Returned_Synthetic_damp,10.0,-2.0,-0.2,57,4.75,2,12,28.5
36572,2,63,Synthetic,Pass,5,2,CB,DB,Cornerback,Defence,Outdoor,Outdoor,69,Mostly Coudy,damp,Synthetic_damp,Temp_Mild,Synthetic_Temp_Mild,Pass_Synthetic_damp,4.0,13.0,3.25,50,50.0,1,2,50.0
42346,26,58,Natural,Pass,372,26,WR,WR,Wide Receiver,Offence,Outdoor,Outdoor,77,Cloudy,damp,Natural_damp,Temp_Mild,Natural_Temp_Mild,Pass_Natural_damp,7.0,-7.0,-1.0,180,12.0,2,11,66.0
45966,8,28,Synthetic,Rush,420,8,RB,RB,Running Back,Offence,Indoors,Indoor,70,N/A (Indoors),indoor,Synthetic_dry,Temp_Mild,Synthetic_Temp_Mild,Rush_Synthetic_dry,38.0,10.0,0.2631578947368421,125,6.578947368421052,2,4,13.157894736842104
39748,12,69,Synthetic,Rush,85,12,OLB,LB,Linebacker,Defence,Outdoor,Outdoor,44,Cloudy,damp,Synthetic_damp,Temp_Cold,Synthetic_Temp_Cold,Rush_Synthetic_damp,7.0,21.0,3.0,178,8.090909090909092,1,12,48.54545454545455
36572,16,54,Synthetic,Rush,113,16,CB,DB,Cornerback,Defence,Retr. Roof-Closed,Indoor,9,Partly sunny,dry,Synthetic_dry,Temp_VeryCold,Synthetic_Temp_VeryCold,Rush_Synthetic_dry,6.0,-5.0,-0.8333333333333333,175,10.9375,1,16,87.5
42418,2,67,Synthetic,Rush,9,2,C,OL,Offensive Lineman,Offence,,Outdoor,72,Cloudy,damp,Synthetic_damp,Temp_Mild,Synthetic_Temp_Mild,Rush_Synthetic_damp,8.0,-8.0,-1.0,75,75.0,1,2,75.0
35570,24,23,Natural,Rush,473,24,T,OL,Offensive Lineman,Offence,Outdoors,Outdoor,42,Partly Cloudy,damp,Natural_damp,Temp_Cold,Natural_Temp_Cold,Rush_Natural_damp,7.0,22.0,3.142857142857143,53,1.827586206896552,2,11,10.051724137931036
44411,20,57,Natural,Pass,435,20,OLB,LB,Linebacker,Defence,Outdoor,Outdoor,33,Partly Cloudy,damp,Natural_damp,Temp_Cold,Natural_Temp_Cold,Pass_Natural_damp,7.0,2.0,0.2857142857142857,154,10.266666666666667,2,10,51.333333333333336
44424,13,46,Natural,Rush,92,13,WR,WR,Wide Receiver,Offence,,Outdoor,81,Partly Cloudy,damp,Natural_damp,Temp_Hot,Natural_Temp_Hot,Rush_Natural_damp,10.0,-14.0,-1.4,191,15.916666666666666,1,13,103.45833333333331
39656,8,5,Natural,Rush,63,8,WR,WR,Wide Receiver,Offence,Outdoors,Outdoor,41,Sunny,dry,Natural_dry,Temp_Cold,Natural_Temp_Cold,Rush_Natural_dry,7.0,-1.0,-0.1428571428571428,27,1.8,1,8,7.2
46119,4,21,Synthetic,Kickoff,29,4,OLB,LB,Linebacker,Defence,Outdoor,Outdoor,63,Light Rain,wet,Synthetic_wet,Temp_Mild,Synthetic_Temp_Mild,Kickoff_Synthetic_wet,14.0,4.0,0.2857142857142857,70,4.666666666666667,1,4,9.333333333333334
41084,11,59,Synthetic,Pass,74,11,CB,DB,Cornerback,Defence,Indoors,Indoor,68,Controlled Climate,indoor,Synthetic_dry,Temp_Mild,Synthetic_Temp_Mild,Pass_Synthetic_dry,4.0,13.0,3.25,171,7.772727272727272,1,11,42.75
43988,19,19,Natural,Kickoff Not Returned,400,19,SS,DB,Safety,Defence,Outdoor,Outdoor,52,Cloudy,damp,Natural_damp,Temp_Mild,Natural_Temp_Mild,Kickoff Not Returned_Natural_damp,6.0,-15.0,-2.5,83,3.608695652173913,2,5,9.021739130434783
45187,1,16,Synthetic,Rush,1,1,WR,WR,Wide Receiver,Offence,"Indoor, Roof Closed",Indoor,70,Indoors,indoor,Synthetic_dry,Temp_Mild,Synthetic_Temp_Mild,Rush_Synthetic_dry,0.0,0.0,0.0,0,0.0,1,1,
40070,8,65,Natural,Pass,56,8,G,OL,Offensive Lineman,Offence,Outdoor,Outdoor,61,Cloudy,damp,Natural_damp,Temp_Mild,Natural_Temp_Mild,Pass_Natural_damp,6.0,8.0,1.3333333333333333,206,12.875,1,8,51.5
47331,8,10,Synthetic,Extra Point,57,8,P,SPEC,Kicker,Special,Outdoor,Outdoor,56,Sunny,dry,Synthetic_dry,Temp_Mild,Synthetic_Temp_Mild,Extra Point_Synthetic_dry,7.0,0.0,0.0,30,1.3636363636363635,1,8,5.454545454545454
36672,20,50,Synthetic,Rush,386,20,DT,DL,Defensive Lineman,Defence,"Domed, closed",Indoor,70,,,,Temp_Mild,Synthetic_Temp_Mild,Rush_None,7.0,3.0,0.4285714285714285,167,11.133333333333333,2,4,22.266666666666666
41122,5,12,Synthetic,Pass,50,5,RB,RB,Running Back,Offence,Outdoor,Outdoor,50,Cloudy,damp,Synthetic_damp,Temp_Mild,Synthetic_Temp_Mild,Pass_Synthetic_damp,7.0,-10.0,-1.4285714285714284,64,2.909090909090909,1,5,7.272727272727273
47273,13,46,Natural,Pass,100,13,WR,WR,Wide Receiver,Offence,Outdoors,Outdoor,48,Clear Skies,dry,Natural_dry,Temp_Cold,Natural_Temp_Cold,Pass_Natural_dry,8.0,5.0,0.625,135,6.136363636363637,1,13,39.88636363636364
42470,17,78,Natural,Rush,364,17,FS,DB,Safety,Defence,Dome,Indoor,70,N/A Indoor,indoor,Natural_dry,Temp_Mild,Natural_Temp_Mild,Rush_Natural_dry,252.0,22.0,0.0873015873015873,195,12.1875,2,1,6.09375
39671,14,44,Natural,Pass,372,14,OLB,LB,Linebacker,Defence,Outdoor,Outdoor,80,Partly Cloudy,damp,Natural_damp,Temp_Hot,Natural_Temp_Hot,Pass_Natural_damp,7.0,-1.0,-0.1428571428571428,129,0.4590747330960854,2,2,0.4590747330960854
44614,4,41,Synthetic,Kickoff,22,4,SS,DB,Safety,Defence,Indoor,Indoor,70,,,,Temp_Mild,Synthetic_Temp_Mild,Kickoff_None,6.0,-4.0,-0.6666666666666666,112,7.0,1,4,14.0
36555,20,40,Synthetic,Rush,330,20,DT,DL,Defensive Lineman,Defence,"Domed, Open",Outdoor,70,Clear,dry,Synthetic_dry,Temp_Mild,Synthetic_Temp_Mild,Rush_Synthetic_dry,14.0,-15.0,-1.0714285714285714,189,12.6,2,5,31.5
39748,11,48,Natural,Pass,78,11,OLB,LB,Linebacker,Defence,Outdoor,Outdoor,49,Sunny,dry,Natural_dry,Temp_Cold,Natural_Temp_Cold,Pass_Natural_dry,7.0,-20.0,-2.8571428571428568,200,9.090909090909092,1,11,50.00000000000001
41145,15,83,Synthetic,Kickoff Returned,382,15,SS,DB,Safety,Defence,"Domed, closed",Indoor,70,,,,Temp_Mild,Synthetic_Temp_Mild,Kickoff Returned_None,7.0,9.0,1.2857142857142856,167,11.133333333333333,2,4,22.266666666666666
44511,17,35,Synthetic,Kickoff Returned,435,17,ILB,LB,Linebacker,Defence,,Outdoor,42,Cloudy,damp,Synthetic_damp,Temp_Cold,Synthetic_Temp_Cold,Kickoff Returned_Synthetic_damp,6.0,-15.0,-2.5,163,7.409090909090909,2,10,37.04545454545455
35617,2,40,Natural,Rush,8,2,RB,RB,Running Back,Offence,Outdoors,Outdoor,83,Sunny,dry,Natural_dry,Temp_Hot,Natural_Temp_Hot,Rush_Natural_dry,7.0,-14.0,-2.0,54,54.0,1,2,54.0
39956,2,14,Natural,Kickoff,8,2,FS,DB,Safety,Defence,Outdoor,Outdoor,68,Cloudy,damp,Natural_damp,Temp_Mild,Natural_Temp_Mild,Kickoff_Natural_damp,7.0,-56.0,-8.0,70,70.0,1,2,70.0
39671,4,48,Synthetic,Pass,29,4,OLB,LB,Linebacker,Defence,Indoor,Indoor,70,,,,Temp_Mild,Synthetic_Temp_Mild,Pass_None,10.0,15.0,1.5,137,7.2105263157894735,1,4,14.421052631578949
44799,4,43,Natural,Rush,22,4,DT,DL,Defensive Lineman,Defence,Outdoor,Outdoor,63,Sunny,dry,Natural_dry,Temp_Mild,Natural_Temp_Mild,Rush_Natural_dry,7.0,6.0,0.8571428571428571,118,7.866666666666666,1,4,15.733333333333333
44451,25,48,Synthetic,Pass,432,25,DT,DL,Defensive Lineman,Defence,Outdoor,Outdoor,54,Partly Cloudy,damp,Synthetic_damp,Temp_Mild,Synthetic_Temp_Mild,Pass_Synthetic_damp,4.0,-11.0,-2.75,157,10.466666666666669,2,10,52.333333333333336
44454,3,76,Synthetic,Pass,15,3,MLB,LB,Linebacker,Defence,Indoors,Indoor,68,Controlled Climate,indoor,Synthetic_dry,Temp_Mild,Synthetic_Temp_Mild,Pass_Synthetic_dry,7.0,-2.0,-0.2857142857142857,150,18.75,1,3,28.125
44434,17,59,Natural,Pass,421,17,DE,DL,Defensive Lineman,Defence,Outdoor,Outdoor,53,Sunny,dry,Natural_dry,Temp_Mild,Natural_Temp_Mild,Pass_Natural_dry,7.0,-11.0,-1.5714285714285714,230,15.333333333333334,2,7,53.66666666666667
43066,22,10,Synthetic,Extra Point,400,22,K,SPEC,Kicker,Special,Outdoor,Outdoor,51,Mostly Cloudy,damp,Synthetic_damp,Temp_Mild,Synthetic_Temp_Mild,Extra Point_Synthetic_damp,7.0,-3.0,-0.4285714285714285,31,2.2142857142857144,2,6,6.642857142857143
38274,21,31,Natural,Pass,410,21,DE,DL,Defensive Lineman,Defence,Outdoor,Outdoor,59,Clear,dry,Natural_dry,Temp_Mild,Natural_Temp_Mild,Pass_Natural_dry,7.0,-36.0,-5.142857142857142,188,13.428571428571429,2,7,47.0
46646,16,18,Natural,Kickoff Not Returned,351,16,LB,LB,Linebacker,Defence,Outdoor,Outdoor,53,Cloudy,damp,Natural_damp,Temp_Mild,Natural_Temp_Mild,Kickoff Not Returned_Natural_damp,7.0,-7.0,-1.0,65,4.333333333333333,2,9,19.5
41152,19,70,Synthetic,Rush,382,19,FS,DB,Safety,Defence,Indoors,Indoor,68,Controlled Climate,indoor,Synthetic_dry,Temp_Mild,Synthetic_Temp_Mild,Rush_Synthetic_dry,7.0,29.0,4.142857142857142,134,0.5153846153846153,2,3,0.773076923076923
45950,13,62,Natural,Pass,113,13,FS,DB,Safety,Defence,Outdoors,Outdoor,11,Snow,snowy,,Temp_VeryCold,Natural_Temp_VeryCold,Pass_None,7.0,-12.0,-1.7142857142857142,224,10.181818181818182,1,13,66.18181818181819
42588,23,71,Natural,Rush,414,23,T,OL,Offensive Lineman,Offence,Outdoor,Outdoor,48,cloudy,damp,Natural_damp,Temp_Cold,Natural_Temp_Cold,Rush_Natural_damp,7.0,-16.0,-2.2857142857142856,231,10.5,2,7,36.75
38253,24,37,Synthetic,Rush,449,24,DT,DL,Defensive Lineman,Defence,"Domed, open",Outdoor,67,Mostly cloudy,damp,Synthetic_damp,Temp_Mild,Synthetic_Temp_Mild,Rush_Synthetic_damp,10.0,5.0,0.5,68,5.666666666666667,2,12,34.0
44491,1,27,Natural,Rush,1,1,NT,DL,Defensive Lineman,Defence,Outdoor,Outdoor,63,Sunny,dry,Natural_dry,Temp_Mild,Natural_Temp_Mild,Rush_Natural_dry,0.0,0.0,0.0,0,0.0,1,1,
34214,12,50,Natural,Rush,91,12,CB,DB,Cornerback,Defence,Outdoor,Outdoor,60,Sunny,dry,Natural_dry,Temp_Mild,Natural_Temp_Mild,Rush_Natural_dry,14.0,45.0,3.214285714285714,111,7.4,1,12,44.400000000000006
35570,4,51,Synthetic,Pass,25,4,T,OL,Offensive Lineman,Offence,Outdoor,Outdoor,63,Light Rain,wet,Synthetic_wet,Temp_Mild,Synthetic_Temp_Mild,Pass_Synthetic_wet,7.0,1.0,0.1428571428571428,84,4.666666666666667,1,4,9.333333333333334
44434,23,44,Natural,Rush,470,23,DE,DL,Defensive Lineman,Defence,Outdoor,Outdoor,37,Cloudy,damp,Natural_damp,Temp_Cold,Natural_Temp_Cold,Rush_Natural_damp,8.0,-19.0,-2.375,196,14.0,2,13,91.0
44548,16,70,Natural,Pass,113,16,OLB,LB,Linebacker,Defence,Outdoor,Outdoor,19,Cloudy,damp,Natural_damp,Temp_VeryCold,Natural_Temp_VeryCold,Pass_Natural_damp,8.0,7.0,0.875,204,14.571428571428571,1,16,116.57142857142856
47278,5,32,Synthetic,Extra Point,29,5,DT,DL,Defensive Lineman,Defence,Outdoors,Outdoor,62,Cloudy,damp,Synthetic_damp,Temp_Mild,Synthetic_Temp_Mild,Extra Point_Synthetic_damp,7.0,2.0,0.2857142857142857,85,5.666666666666667,1,5,14.166666666666668
43656,16,73,Synthetic,Pass,113,16,CB,DB,Safety,Defence,Indoors,Indoor,68,Controlled Climate,indoor,Synthetic_dry,Temp_Mild,Synthetic_Temp_Mild,Pass_Synthetic_dry,7.0,-9.0,-1.2857142857142856,223,14.866666666666667,1,16,118.93333333333334
38213,5,7,Natural,Pass,29,5,CB,DB,Cornerback,Defence,Outdoor,Outdoor,72,Sunny,dry,Natural_dry,Temp_Mild,Natural_Temp_Mild,Pass_Natural_dry,7.0,-46.0,-6.571428571428571,184,12.266666666666667,1,5,30.666666666666668
38252,10,38,Natural,Rush,78,10,WR,WR,Wide Receiver,Offence,Outdoors,Outdoor,38,Clear,dry,Natural_dry,Temp_Cold,Natural_Temp_Cold,Rush_Natural_dry,7.0,-11.0,-1.5714285714285714,136,9.714285714285714,1,10,48.57142857142857
27363,10,71,Synthetic,Rush,70,10,QB,QB,Quarterback,Offence,Indoors,Indoor,57,Sunny,dry,Synthetic_dry,Temp_Mild,Synthetic_Temp_Mild,Rush_Synthetic_dry,7.0,-1.0,-0.1428571428571428,193,12.866666666666667,1,10,64.33333333333334
37068,17,27,Synthetic,Field Goal,403,17,OLB,LB,Linebacker,Defence,Outdoor,Outdoor,45,Cloudy,damp,Synthetic_damp,Temp_Cold,Synthetic_Temp_Cold,Field Goal_Synthetic_damp,287.0,20.0,0.0696864111498257,95,5.9375,2,1,2.96875
44799,7,54,Natural,Pass,43,7,DT,DL,Defensive Lineman,Defence,Outdoor,Outdoor,74,Sunny,dry,Natural_dry,Temp_Mild,Natural_Temp_Mild,Pass_Natural_dry,7.0,18.0,2.571428571428571,110,7.333333333333333,1,7,25.666666666666664
39786,29,56,Natural,Pass,469,29,CB,DB,Cornerback,Defence,Outdoors,Outdoor,51,Sunny,dry,Natural_dry,Temp_Mild,Natural_Temp_Mild,Pass_Natural_dry,6.0,4.0,0.6666666666666666,191,13.642857142857142,2,15,102.32142857142856
38214,6,42,Natural,Rush,42,6,RB,RB,Running Back,Offence,Outdoor,Outdoor,52,Rain,wet,Natural_wet,Temp_Mild,Natural_Temp_Mild,Rush_Natural_wet,7.0,-5.0,-0.7142857142857142,122,5.545454545454546,1,6,16.636363636363637
36579,13,78,Natural,Pass,96,13,FS,DB,Safety,Defence,Outdoor,Outdoor,55,Clear,dry,Natural_dry,Temp_Mild,Natural_Temp_Mild,Pass_Natural_dry,8.0,21.0,2.625,205,13.666666666666666,1,13,88.83333333333333
47273,6,53,Natural,Rush,43,6,WR,WR,Wide Receiver,Offence,Outdoor,Outdoor,54,Partly Sunny,damp,Natural_damp,Temp_Mild,Natural_Temp_Mild,Rush_Natural_damp,13.0,7.0,0.5384615384615385,101,6.3125,1,6,18.9375
42348,19,73,Synthetic,Pass,378,19,OLB,LB,Linebacker,Defence,Indoors,Indoor,70,N/A (Indoors),indoor,Synthetic_dry,Temp_Mild,Synthetic_Temp_Mild,Pass_Synthetic_dry,7.0,-13.0,-1.857142857142857,214,0.823076923076923,2,3,1.234615384615385
38259,5,49,Natural,Rush,29,5,RB,RB,Running Back,Offence,Outdoor,Outdoor,89,Partly Cloudy,damp,Natural_damp,Temp_Hot,Natural_Temp_Hot,Rush_Natural_damp,7.0,26.0,3.714285714285714,108,7.2,1,5,18.0
44569,18,47,Natural,Kickoff Not Returned,379,18,SS,DB,Safety,Defence,Outdoor,Outdoor,25,Mostly Cloudy,damp,Natural_damp,Temp_VeryCold,Natural_Temp_VeryCold,Kickoff Not Returned_Natural_damp,7.0,14.0,2.0,128,8.533333333333333,2,6,25.6
41084,9,61,Natural,Rush,63,9,CB,DB,Cornerback,Defence,Outdoor,Outdoor,44,Cloudy,damp,Natural_damp,Temp_Cold,Natural_Temp_Cold,Rush_Natural_damp,14.0,-3.0,-0.2142857142857142,199,13.266666666666667,1,9,59.7
44482,10,21,Natural,Rush,78,10,DT,DL,Defensive Lineman,Defence,Outdoor,Outdoor,62,Partly Cloudy,damp,Natural_damp,Temp_Mild,Natural_Temp_Mild,Rush_Natural_damp,7.0,-27.0,-3.8571428571428568,143,7.944444444444445,1,10,39.72222222222222
44569,10,32,Natural,Kickoff,71,10,SS,DB,Safety,Defence,Outdoor,Outdoor,83,Cloudy,damp,Natural_damp,Temp_Hot,Natural_Temp_Hot,Kickoff_Natural_damp,7.0,7.0,1.0,74,4.933333333333334,1,10,24.666666666666668
42348,18,86,Natural,Pass,371,18,OLB,LB,Linebacker,Defence,Outdoor,Outdoor,80,Partly Cloudy,damp,Natural_damp,Temp_Hot,Natural_Temp_Hot,Pass_Natural_damp,7.0,16.0,2.2857142857142856,195,0.7471264367816092,2,2,0.7471264367816092
44647,7,24,Synthetic,Kickoff,50,7,FS,DB,Safety,Defence,Outdoor,Outdoor,39,Cloudy,damp,Synthetic_damp,Temp_Cold,Synthetic_Temp_Cold,Kickoff_Synthetic_damp,7.0,-1.0,-0.1428571428571428,116,5.2727272727272725,1,7,18.454545454545453
44480,14,63,Natural,Pass,102,14,G,OL,Offensive Lineman,Offence,Outdoors,Outdoor,42,Mostly Cloudy,damp,Natural_damp,Temp_Cold,Natural_Temp_Cold,Pass_Natural_damp,6.0,-2.0,-0.3333333333333333,213,13.3125,1,14,93.1875
39960,2,33,Synthetic,Kickoff,8,2,TE,TE,Tight End,Offence,Outdoor,Outdoor,65,Mostly Cloudy,damp,Synthetic_damp,Temp_Mild,Synthetic_Temp_Mild,Kickoff_Synthetic_damp,7.0,8.0,1.1428571428571428,25,25.0,1,2,25.0
36621,17,17,Natural,Pass,387,17,T,OL,Offensive Lineman,Offence,Outdoor,Outdoor,65,Cloudy,damp,Natural_damp,Temp_Mild,Natural_Temp_Mild,Pass_Natural_damp,8.0,-51.0,-6.375,180,12.0,2,4,24.0
36656,12,60,Natural,Rush,15,12,CB,DB,Cornerback,Defence,Outdoor,Outdoor,80,Cloudy,damp,Natural_damp,Temp_Hot,Natural_Temp_Hot,Rush_Natural_damp,7.0,35.0,5.0,43,1.9545454545454544,1,12,11.727272727272728
45962,3,55,Synthetic,Rush,15,3,WR,WR,Wide Receiver,Offence,Outdoors,Outdoor,83,Sunny,dry,Synthetic_dry,Temp_Hot,Synthetic_Temp_Hot,Rush_Synthetic_dry,7.0,6.0,0.8571428571428571,115,14.375,1,3,21.5625
42413,7,78,Natural,Pass,43,7,OLB,LB,Linebacker,Defence,Outdoor,Outdoor,74,Sunny,dry,Natural_dry,Temp_Mild,Natural_Temp_Mild,Pass_Natural_dry,7.0,7.0,1.0,197,13.133333333333333,1,7,45.96666666666667
44165,25,12,Synthetic,Kickoff Not Returned,442,25,SS,DB,Safety,Defence,Retr. Roof - Closed,Indoor,57,Mostly cloudy,damp,Synthetic_damp,Temp_Mild,Synthetic_Temp_Mild,Kickoff Not Returned_Synthetic_damp,7.0,-6.0,-0.8571428571428571,79,3.590909090909091,2,11,19.75
47217,2,11,Synthetic,Kickoff Returned,8,2,RB,RB,Running Back,Offence,Indoors,Indoor,90,Clear,dry,Synthetic_dry,Temp_Hot,Synthetic_Temp_Hot,Kickoff Returned_Synthetic_dry,7.0,-21.0,-3.0,32,32.0,1,2,32.0
43050,12,21,Natural,Kickoff,15,12,MLB,LB,Linebacker,Defence,Outdoor,Outdoor,42,Cloudy,damp,Natural_damp,Temp_Cold,Natural_Temp_Cold,Kickoff_Natural_damp,7.0,5.0,0.7142857142857142,54,2.4545454545454546,1,12,14.727272727272728
47382,7,49,Synthetic,Punt Returned,47,7,LB,LB,Linebacker,Defence,"Domed, open",Outdoor,60,Partly clear,dry,Synthetic_dry,Temp_Mild,Synthetic_Temp_Mild,Punt Returned_Synthetic_dry,8.0,-6.0,-0.75,142,9.466666666666669,1,7,33.13333333333333
47334,4,26,Natural,Kickoff Not Returned,22,4,DB,DB,Safety,Defence,Outdoors,Outdoor,80,Sunny,dry,Natural_dry,Temp_Hot,Natural_Temp_Hot,Kickoff Not Returned_Natural_dry,7.0,4.0,0.5714285714285714,59,3.933333333333333,1,4,7.866666666666666
30068,7,47,Natural,Pass,43,7,WR,WR,Wide Receiver,Offence,Outdoor,Outdoor,54,Rain,wet,Natural_wet,Temp_Mild,Natural_Temp_Mild,Pass_Natural_wet,7.0,-13.0,-1.857142857142857,199,13.266666666666667,1,7,46.43333333333334
